id,mouse3.num,mouse3.neg.score,mouse3.neg.p.value,mouse3.neg.fdr,mouse3.neg.rank,mouse3.neg.goodsgrna,mouse3.neg.lfc,mouse4.noLmnb2_1.num,mouse4.noLmnb2_1.neg.score,mouse4.noLmnb2_1.neg.p.value,mouse4.noLmnb2_1.neg.fdr,mouse4.noLmnb2_1.neg.rank,mouse4.noLmnb2_1.neg.goodsgrna,mouse4.noLmnb2_1.neg.lfc,mouse7.num,mouse7.neg.score,mouse7.neg.p.value,mouse7.neg.fdr,mouse7.neg.rank,mouse7.neg.goodsgrna,mouse7.neg.lfc,mouse8.num,mouse8.neg.score,mouse8.neg.p.value,mouse8.neg.fdr,mouse8.neg.rank,mouse8.neg.goodsgrna,mouse8.neg.lfc,mean.sgrnas,median.lfc.all,p.wilcox,p.wilcox.bh
Cmtr2,5,0.7927,0.6773,0.955823,9286,0,0.036625,5,0.64349,0.58259,0.950762,7954,0,-0.30335,5,0.39195,0.33764,0.962198,3533,0,0.15274,5,0.55567,0.44276,0.930684,5697,0,-0.1775,5,-0.0704375,0.59403673,0.846207628
Cpne8,5,0.70246,0.58426,0.955823,7783,0,-0.034657,5,0.43374,0.39909,0.950762,5162,0,-0.31926,5,0.81857,0.72857,0.963396,9968,0,-0.083743,5,0.82592,0.71062,0.93447,9990,0,-0.057137,5,-0.07044,0.174312373,0.520175638
Dmgdh,5,0.39879,0.34126,0.955823,3247,0,-0.29585,5,0.3905,0.36233,0.950762,4630,1,-0.039431,5,0.79347,0.69972,0.963396,9566,0,0.053088,5,0.26799,0.22718,0.930684,2076,1,-0.10156,5,-0.0704955,0.317683678,0.662677017
Gml2,5,0.26869,0.25133,0.955823,1812,1,-0.060339,5,0.20217,0.22028,0.950762,2743,1,-0.059152,5,0.7385,0.64235,0.962198,8652,0,-0.080656,5,0.017753,0.052051,0.785771,868,2,-0.30617,5,-0.0704975,0.151654177,0.48617679
Fxn,5,0.73826,0.61552,0.955823,8378,0,-0.033781,5,0.52283,0.47637,0.950762,6332,0,-0.23445,5,0.63431,0.53674,0.962198,6969,0,-0.10728,5,0.32096,0.26072,0.930684,2630,0,-0.022832,5,-0.0705305,0.219310739,0.571896591
Arsk,5,0.60356,0.49664,0.955823,6208,0,-0.10206,5,0.55807,0.50653,0.950762,6784,0,-0.039064,5,0.3003,0.27555,0.962198,2409,0,-0.31693,5,0.74228,0.61651,0.930684,8608,0,0.27867,5,-0.070562,0.668071658,0.883616532
Svbp,5,0.16605,0.183,0.955823,1240,1,-0.2823,5,0.28586,0.27659,0.950762,3511,1,-0.014393,5,0.38783,0.33417,0.962198,3482,0,-0.085386,5,0.35809,0.28339,0.930684,3069,0,-0.055831,5,-0.0706085,0.208291568,0.563753081
Stoml2,5,0.84497,0.74383,0.955823,10246,0,-0.047692,5,0.638,0.57761,0.950762,7871,0,-0.2698,5,0.31492,0.28205,0.962198,2581,0,-0.093557,5,0.58493,0.46687,0.930684,6127,0,0.078862,5,-0.0706245,0.379232921,0.706491647
Pnrc1,5,0.38046,0.32208,0.955823,3032,0,-0.067567,5,0.79715,0.73948,0.959295,10168,0,-0.073775,5,0.66038,0.56357,0.962198,7382,0,0.0019045,5,0.43108,0.33715,0.930684,3979,0,-0.17419,5,-0.070671,0.286390709,0.634992191
Hey1,5,0.94506,0.88726,0.969259,12078,0,0.11535,5,0.70977,0.64906,0.950762,8893,0,-0.19983,5,0.52424,0.44084,0.962198,5353,0,-0.23698,5,0.9656,0.92055,0.971555,12515,0,0.058414,5,-0.070708,0.588477551,0.843368468
Hand2,5,0.80129,0.68647,0.955823,9434,0,0.037612,5,0.17557,0.19931,0.950762,2524,1,0.20175,5,0.67935,0.58489,0.962198,7693,0,-0.17912,5,0.36101,0.28595,0.930684,3104,0,-0.26554,5,-0.070754,0.706649041,0.899520098
Ikzf4,5,0.8966,0.80939,0.955945,11184,0,0.1652,5,0.86054,0.80994,0.964703,11090,0,-0.13567,5,0.61762,0.52082,0.962198,6727,0,-0.26192,5,0.27672,0.23183,0.930684,2157,1,-0.0059263,5,-0.07079815,0.582942526,0.841038104
Fam117b,5,0.46244,0.38591,0.955823,4139,0,-0.14901,5,0.042401,0.080914,0.950762,1092,2,-0.53019,5,0.41536,0.35829,0.962198,3835,0,0.0073872,5,0.17825,0.16859,0.930684,1428,1,0.07785,5,-0.0708114,0.344337498,0.680737864
Col3a1,5,0.66531,0.54577,0.955823,7186,0,-0.046601,5,0.032036,0.064453,0.909697,923,2,-0.095026,5,0.85309,0.77121,0.964761,10557,0,0.15655,5,0.31363,0.25555,0.930684,2551,0,-0.25727,5,-0.0708135,0.540927282,0.817449533
Dcakd,5,0.56074,0.46265,0.955823,5565,0,-0.10748,5,0.22387,0.23539,0.950762,2940,1,-0.33222,5,0.74774,0.6503,0.962198,8806,0,-0.034187,5,0.72312,0.59859,0.930684,8308,0,0.30373,5,-0.0708335,0.678577898,0.888095211
Aplnr,5,0.77532,0.65908,0.955823,8985,0,-0.070113,5,0.86441,0.8148,0.964866,11142,0,-0.071586,5,0.81308,0.72138,0.963396,9874,0,-0.0077873,5,0.41996,0.33057,0.930684,3837,0,-0.23298,5,-0.0708495,0.235172839,0.585957904
Mrnip,5,0.49964,0.41941,0.955823,4660,0,-0.18547,5,0.52113,0.47588,0.950762,6306,0,-0.026649,5,0.35873,0.31229,0.962198,3125,0,0.001842,5,0.24332,0.21059,0.930684,1864,1,-0.1151,5,-0.0708745,0.286561151,0.635214556
1600002K03Rik,5,0.84381,0.74301,0.955823,10226,0,-0.10588,5,0.28389,0.27606,0.950762,3492,1,-0.39415,5,0.54276,0.45485,0.962198,5629,0,0.11783,5,0.56099,0.4489,0.930684,5771,0,-0.035975,5,-0.0709275,0.414786585,0.731394052
Cldn15,5,0.16629,0.18365,0.955823,1241,1,-0.2153,5,0.40584,0.37602,0.950762,4820,1,-0.16896,5,0.34008,0.29921,0.962198,2897,0,0.061514,5,0.69954,0.57225,0.930684,7935,0,0.02699,5,-0.070985,0.43259101,0.743048497
Letm2,5,0.44884,0.37744,0.955823,3930,0,-0.096878,5,0.42123,0.38587,0.950762,5010,1,-0.27878,5,0.50679,0.42923,0.962198,5099,0,0.10595,5,0.8387,0.72567,0.93447,10222,0,-0.045152,5,-0.071015,0.429129081,0.740809947
Zdhhc6,5,0.47714,0.39934,0.955823,4346,0,-0.27283,5,0.57384,0.51996,0.950762,6990,0,-0.054829,5,0.58359,0.48775,0.962198,6219,0,-0.017931,5,0.29474,0.24365,0.930684,2342,1,-0.087344,5,-0.0710865,0.206060312,0.561048155
Pnpla3,5,0.9677,0.93002,0.981506,12511,0,0.034297,5,0.76927,0.70866,0.956515,9785,0,-0.087134,5,0.73921,0.64274,0.962198,8669,0,-0.055086,5,0.20141,0.18044,0.930684,1560,1,-0.099792,5,-0.07111,0.438729314,0.747997519
Abhd14a,5,0.3578,0.30477,0.955823,2760,0,-0.085292,5,0.25505,0.25231,0.950762,3245,1,0.078743,5,0.49224,0.41691,0.962198,4890,0,-0.2887,5,0.12858,0.14484,0.930684,1229,1,-0.05697,5,-0.071131,0.365823813,0.698101703
Mllt3,5,0.92837,0.86031,0.965017,11760,0,5.38E-06,5,0.55629,0.50459,0.950762,6761,0,-0.048823,5,0.75935,0.66167,0.962198,8988,0,-0.09348,5,0.5589,0.44785,0.930684,5740,0,-0.12076,5,-0.0711515,0.336970289,0.675474817
Cmbl,5,0.70121,0.58349,0.955823,7760,0,0.0046956,5,0.28517,0.27659,0.950762,3506,1,-0.1937,5,0.37188,0.32326,0.962198,3281,0,0.057699,5,0.65862,0.53345,0.930684,7276,0,-0.14702,5,-0.0711622,0.415875355,0.731798786
Rsph4a,5,0.48675,0.4054,0.955823,4485,0,-0.34736,5,0.046649,0.089418,0.950762,1162,2,-0.73896,5,0.21325,0.21642,0.962198,1620,1,0.20499,5,0.41214,0.31915,0.930684,3737,0,0.2384,5,-0.071185,0.908054367,0.972501995
Sp110,5,0.82926,0.72436,0.955823,9945,0,-0.03144,5,0.44011,0.40459,0.950762,5252,0,-0.029296,5,0.21164,0.21579,0.962198,1611,1,-0.11105,5,0.294,0.24302,0.930684,2336,1,-0.48222,5,-0.071245,0.161058474,0.500464929
Galnt6,5,0.93581,0.87262,0.968516,11898,0,0.0010056,5,0.93258,0.89477,0.970418,12168,0,-0.089672,5,0.71163,0.61385,0.962198,8211,0,-0.095651,5,0.82916,0.71401,0.93447,10062,0,-0.052926,5,-0.071299,0.371270806,0.70143682
Tnrc6c,5,0.5697,0.46968,0.955823,5713,0,-0.0464,5,0.08369,0.13644,0.950762,1773,1,-0.096203,5,0.46548,0.39712,0.962198,4509,0,-0.30466,5,0.88038,0.77984,0.939554,10963,0,0.085106,5,-0.0713015,0.374268601,0.702960574
Fnbp1,5,0.79463,0.67897,0.955823,9321,0,-0.082625,5,0.50968,0.46495,0.950762,6149,0,-0.24298,5,0.36687,0.31898,0.962198,3219,0,-0.060068,5,0.94294,0.88234,0.963352,12093,0,0.067311,5,-0.0713465,0.36346517,0.695906026
Adprhl2,5,0.66251,0.54577,0.955823,7140,0,-0.093894,5,0.84588,0.7942,0.961046,10887,0,0.11785,5,0.75171,0.65313,0.962198,8861,0,-0.06035,5,0.4462,0.34788,0.930684,4181,0,-0.082526,5,-0.071438,0.652138639,0.877480636
Gpd1,5,0.60841,0.4995,0.955823,6276,0,-0.056735,5,0.50008,0.45838,0.950762,6022,0,-0.08617,5,0.69012,0.5931,0.962198,7858,0,0.07744,5,0.50092,0.39374,0.930684,4928,0,-0.22466,5,-0.0714525,0.396673581,0.719011989
Palb2,5,0.52574,0.43901,0.955823,5041,0,0.0080753,5,0.83799,0.78621,0.961046,10770,0,-0.0055148,5,0.32635,0.28976,0.962198,2723,0,-0.17832,5,0.44128,0.34553,0.930684,4111,0,-0.13746,5,-0.0714874,0.315007879,0.66074206
Myh10,5,0.60726,0.49856,0.955823,6263,0,-0.15931,5,0.32894,0.31116,0.950762,3931,1,-0.10931,5,0.74122,0.64307,0.962198,8703,0,0.1367,5,0.67668,0.54859,0.930684,7586,0,-0.033676,5,-0.071493,0.596535373,0.847316939
Csnk2a2,5,0.81965,0.70948,0.955823,9761,0,-0.059553,5,0.59018,0.53501,0.950762,7210,0,-0.24468,5,0.9629,0.92826,0.985268,12440,0,0.0413,5,0.32757,0.26525,0.930684,2708,0,-0.083545,5,-0.071549,0.311593872,0.65827445
Mrps34,5,0.4907,0.41141,0.955823,4540,0,-0.062457,5,0.27188,0.2645,0.950762,3386,1,-0.080683,5,0.4528,0.3877,0.962198,4338,0,0.080038,5,0.4253,0.33293,0.930684,3906,0,-0.11154,5,-0.07157,0.526905779,0.808947056
Actr5,5,0.79512,0.67994,0.955823,9327,0,-0.033952,5,0.81347,0.7581,0.959295,10423,0,0.40211,5,0.22597,0.22217,0.962198,1720,1,-0.42262,5,0.70584,0.57972,0.930684,8030,0,-0.10926,5,-0.071606,0.678577898,0.888095211
Mpv17l,5,0.42199,0.35825,0.955823,3551,0,-0.15287,5,0.79559,0.73893,0.959295,10152,0,0.20888,5,0.596,0.5004,0.962198,6398,0,0.0096437,5,0.50995,0.40029,0.930684,5055,0,-0.23497,5,-0.07161315,0.691502675,0.89356715
Rgs10,5,0.38764,0.32982,0.955823,3110,0,-0.090773,5,0.21124,0.2259,0.950762,2823,1,-0.052561,5,0.11642,0.16367,0.962198,1145,1,-0.2751,5,0.90707,0.82416,0.947944,11463,0,0.25421,5,-0.071667,0.66281888,0.881622535
Ly6f,5,0.51558,0.4311,0.955823,4887,0,-0.13551,5,0.55429,0.50269,0.950762,6739,0,-0.015581,5,0.71646,0.62047,0.962198,8289,0,-0.12779,5,0.68264,0.5556,0.930684,7677,0,0.042654,5,-0.0716855,0.425131208,0.738056387
Usp21,5,0.86223,0.76663,0.955823,10555,0,-0.0016345,5,0.04732,0.090728,0.950762,1175,1,-0.1418,5,0.54982,0.45951,0.962198,5721,0,-0.19183,5,0.86016,0.75275,0.936717,10595,0,0.246,5,-0.07171725,0.767347445,0.923708247
Adm,5,0.61875,0.50714,0.955823,6447,0,-0.042411,5,0.23786,0.24331,0.950762,3074,1,-0.10111,5,0.46426,0.39604,0.962198,4489,0,-0.10664,5,0.47569,0.37417,0.930684,4580,0,-0.017586,5,-0.0717605,0.322109591,0.666419717
Atp5c1,5,0.14195,0.16873,0.955823,1173,1,-0.15782,5,0.26391,0.25676,0.950762,3323,1,-0.023552,5,0.70045,0.60394,0.962198,8027,0,-0.11788,5,0.79006,0.66489,0.932428,9416,0,-0.025707,5,-0.0717935,0.266313847,0.617458232
Pop4,5,0.50426,0.421,0.955823,4729,0,-0.099838,5,0.60651,0.54982,0.950762,7436,0,-0.043824,5,0.85565,0.77578,0.966082,10601,0,0.17234,5,0.60742,0.49264,0.930684,6448,0,-0.17401,5,-0.071831,0.64400736,0.873169819
Zfp707,5,0.68125,0.56271,0.955823,7431,0,-0.071226,5,0.72772,0.66595,0.950762,9157,0,-0.0093787,5,0.52658,0.44399,0.962198,5388,0,-0.10248,5,0.64816,0.52575,0.930684,7106,0,-0.07251,5,-0.071868,0.338845977,0.676733445
Nr3c1,5,0.72855,0.60655,0.955823,8204,0,-0.05104,5,0.89293,0.84803,0.968343,11552,0,0.068321,5,0.36938,0.31958,0.962198,3253,0,-0.30842,5,0.50806,0.39973,0.930684,5032,0,-0.092836,5,-0.071938,0.336887813,0.675411996
Slc25a3,5,0.68477,0.56839,0.955823,7486,0,-0.07392,5,0.64,0.57843,0.950762,7900,0,0.38907,5,0.68816,0.59109,0.962198,7829,0,-0.13808,5,0.67456,0.54815,0.930684,7547,0,-0.07008,5,-0.072,0.88044396,0.965855799
Mad1l1,5,0.29516,0.27255,0.955823,2063,1,0.032986,5,0.44716,0.41259,0.950762,5341,0,0.11119,5,0.52948,0.44602,0.962198,5428,0,-0.17713,5,0.55136,0.43963,0.930684,5633,0,-0.2144,5,-0.072072,0.554199148,0.824116506
Gmeb1,5,0.83238,0.7272,0.955823,10000,0,-0.068467,5,0.49672,0.45739,0.950762,5964,0,-0.07576,5,0.40749,0.35242,0.962198,3734,0,-0.07784,5,0.5839,0.46586,0.930684,6112,0,-0.0014514,5,-0.0721135,0.390873329,0.713881151
Rtp4,5,0.25042,0.23652,0.955823,1668,1,-0.08837,5,0.0019701,0.0094696,0.482522,256,3,-0.73108,5,0.55429,0.46255,0.962198,5785,0,-0.05586,5,0.40239,0.31231,0.930684,3617,0,0.043815,5,-0.072115,0.232097216,0.583294102
Ccr3,5,0.52516,0.43901,0.955823,5031,0,-0.087049,5,0.86143,0.81167,0.964866,11099,0,-0.081598,5,0.76491,0.6679,0.962198,9088,0,-0.03893,5,0.63633,0.51165,0.930684,6917,0,-0.062757,5,-0.0721775,0.305813738,0.652811389
Ccl4,5,0.79264,0.6773,0.955823,9284,0,-0.07919,5,0.74728,0.68477,0.950762,9453,0,-0.065398,5,0.3615,0.31463,0.962198,3158,0,0.14878,5,0.25307,0.21714,0.930684,1939,1,-0.19191,5,-0.072294,0.570174752,0.833912458
G3bp2,5,0.43121,0.3647,0.955823,3679,0,-0.099161,5,0.041668,0.079634,0.950762,1077,2,-0.31575,5,0.7252,0.62958,0.962198,8449,0,-0.04545,5,0.86441,0.75788,0.937348,10681,0,0.31742,5,-0.0723055,0.683024283,0.889156784
Cyp3a11,5,0.67249,0.55143,0.955823,7305,0,0.060506,5,0.045258,0.086232,0.950762,1143,2,-0.091336,5,0.28442,0.26593,0.962198,2240,1,-0.13617,5,0.79829,0.67636,0.933968,9543,0,-0.053549,5,-0.0724425,0.442761494,0.751090908
Cry2,5,0.79408,0.67831,0.955823,9312,0,-0.05524,5,0.62183,0.56413,0.950762,7649,0,-0.049038,5,0.44698,0.38325,0.962198,4254,0,-0.089667,5,0.28888,0.23902,0.930684,2278,1,-0.095023,5,-0.0724535,0.280504871,0.630183949
Fat4,5,0.3933,0.33652,0.955823,3181,0,-0.068934,5,0.21388,0.22809,0.950762,2847,1,-0.076025,5,0.77015,0.67275,0.962198,9182,0,-0.14507,5,0.67521,0.54815,0.930684,7562,0,-0.063979,5,-0.0724795,0.210134466,0.565150891
Gbp9,5,0.26069,0.24554,0.955823,1756,1,-0.1851,5,0.45692,0.42295,0.950762,5470,0,-0.17021,5,0.63747,0.53994,0.962198,7016,0,0.02516,5,0.64067,0.51662,0.930684,6985,0,0.11958,5,-0.072525,0.590037579,0.843969715
Zfp174,5,0.67405,0.55271,0.955823,7324,0,-0.1576,5,0.93135,0.89339,0.970418,12146,0,0.51212,5,0.75521,0.65706,0.962198,8921,0,0.012516,5,0.5625,0.44996,0.930684,5788,0,-0.18984,5,-0.072542,0.883587189,0.966574886
Yrdc,5,0.3714,0.31351,0.955823,2924,0,-0.065318,5,0.39275,0.36505,0.950762,4657,1,-0.27803,5,0.60966,0.51114,0.962198,6622,0,-0.079769,5,0.61981,0.49896,0.930684,6642,0,-0.041491,5,-0.0725435,0.172015957,0.517682202
Tars2,5,0.44832,0.37744,0.955823,3922,0,0.016387,5,0.3535,0.33332,0.950762,4197,1,-0.16153,5,0.5262,0.44399,0.962198,5382,0,0.15437,5,0.39111,0.30669,0.930684,3476,0,-0.31742,5,-0.0725715,0.554341891,0.824116506
Zfp202,5,0.76607,0.64782,0.955823,8829,0,-0.067419,5,0.62055,0.56198,0.950762,7630,0,-0.23158,5,0.40239,0.3472,0.962198,3666,0,-0.078113,5,0.62377,0.50133,0.930684,6707,0,0.052713,5,-0.072766,0.335857963,0.674883915
Ppp1r1b,5,0.50829,0.4242,0.955823,4785,0,-0.065409,5,0.068375,0.11574,0.950762,1533,2,0.014074,5,0.71747,0.62161,0.962198,8310,0,-0.080254,5,0.26766,0.22657,0.930684,2073,1,-0.18448,5,-0.0728315,0.293450111,0.642014897
Nemp2,5,0.70998,0.59119,0.955823,7908,0,-0.038051,5,0.65338,0.59508,0.950762,8084,0,-0.1836,5,0.77511,0.67613,0.962198,9261,0,-0.015811,5,0.7285,0.60495,0.930684,8401,0,-0.10777,5,-0.0729105,0.250746776,0.600949341
Trdmt1,5,0.75638,0.63831,0.955823,8662,0,-0.081357,5,0.73504,0.67179,0.950762,9267,0,-0.17025,5,0.57667,0.48437,0.962198,6124,0,-0.064494,5,0.99496,0.98409,0.993626,13082,0,0.19605,5,-0.0729255,0.677893903,0.887708898
Akr1b7,5,0.39744,0.33833,0.955823,3232,0,-0.07522,5,0.87573,0.82747,0.964866,11287,0,0.43169,5,0.78842,0.693,0.963396,9479,0,-0.070679,5,0.32076,0.26007,0.930684,2627,0,-0.12549,5,-0.0729495,0.905586445,0.971754781
Dmac1,5,0.36165,0.30663,0.955823,2806,0,-0.16186,5,0.53645,0.48969,0.950762,6502,0,-0.1713,5,0.53719,0.45073,0.962198,5548,0,0.071255,5,0.25153,0.21582,0.930684,1923,1,0.015913,5,-0.0729735,0.476675053,0.774501673
Shisa4,5,0.87564,0.78416,0.955823,10798,0,0.0013154,5,0.1634,0.19159,0.950762,2422,1,-0.14727,5,0.86918,0.79444,0.966587,10806,0,0.031207,5,0.40059,0.3117,0.930684,3596,0,-0.21541,5,-0.0729773,0.335495938,0.674361643
Bpnt1,5,0.62109,0.50903,0.955823,6487,0,-0.034846,5,0.89242,0.84785,0.968343,11542,0,0.16156,5,0.72229,0.62801,0.962198,8395,0,-0.16635,5,0.19195,0.17576,0.930684,1502,1,-0.11111,5,-0.072978,0.63237999,0.867599215
Trmt61a,5,0.99401,0.98375,0.995504,13052,0,0.31535,5,0.17121,0.19538,0.950762,2484,1,0.019248,5,0.6111,0.51301,0.962198,6644,0,-0.16536,5,0.5299,0.42009,0.930684,5332,0,-0.22827,5,-0.073056,0.807382631,0.93846781
Leprot,5,0.46274,0.38591,0.955823,4144,0,-0.18763,5,0.7464,0.68411,0.950762,9440,0,0.23403,5,0.77066,0.67309,0.962198,9191,0,-0.032006,5,0.81844,0.70101,0.93447,9865,0,-0.11411,5,-0.073058,0.721298767,0.906665235
Ggt1,5,0.39675,0.33775,0.955823,3223,0,-0.045069,5,0.29116,0.28097,0.950762,3552,1,-0.22098,5,0.71569,0.6177,0.962198,8276,0,0.093351,5,0.66149,0.53613,0.930684,7326,0,-0.10105,5,-0.0730595,0.430335567,0.741752851
Mrgpre,5,0.63366,0.52129,0.955823,6681,0,0.0027203,5,0.048323,0.091389,0.950762,1192,1,-0.42925,5,0.65817,0.56143,0.962198,7345,0,0.044617,5,0.40289,0.31294,0.930684,3619,0,-0.14895,5,-0.07311485,0.288835296,0.637359149
Ndufaf4,5,0.75228,0.63455,0.955823,8595,0,-0.065239,5,0.6126,0.55468,0.950762,7525,0,-0.26435,5,0.26364,0.24859,0.962198,2041,1,-0.0098653,5,0.84145,0.728,0.93447,10275,0,-0.081076,5,-0.0731575,0.21377106,0.565939662
Acaa1a,5,0.72379,0.6042,0.955823,8140,0,-0.11896,5,0.83229,0.77825,0.960285,10688,0,0.043459,5,0.34058,0.29921,0.962198,2906,0,-0.11734,5,0.93159,0.86105,0.956574,11890,0,-0.029002,5,-0.073171,0.435325849,0.744807155
Myh11,5,0.83732,0.7342,0.955823,10098,0,0.083414,5,0.040663,0.076811,0.950762,1063,2,-0.47305,5,0.52028,0.43719,0.962198,5296,0,-0.062945,5,0.563,0.45046,0.930684,5795,0,-0.08341,5,-0.0731775,0.320773617,0.664691934
Irf2bp2,5,0.4771,0.39934,0.955823,4345,0,-0.10084,5,0.13405,0.17519,0.950762,2209,1,-0.045109,5,0.49317,0.41802,0.962198,4903,0,-0.045541,5,0.24388,0.21059,0.930684,1869,1,-0.24372,5,-0.0731905,0.180606674,0.52904257
Chmp2b,5,0.47953,0.39988,0.955823,4382,0,-0.12225,5,0.89162,0.84729,0.968343,11531,0,0.20074,5,0.45691,0.39051,0.962198,4390,0,-0.10653,5,0.64519,0.5217,0.930684,7058,0,-0.040012,5,-0.073271,0.768787457,0.923927599
Rnf103,5,0.87127,0.77965,0.955823,10709,0,-0.025216,5,0.26223,0.25619,0.950762,3309,1,-0.093437,5,0.26923,0.25245,0.962198,2095,1,-0.053107,5,0.29137,0.24033,0.930684,2307,1,-0.10592,5,-0.073272,0.303381543,0.651670804
Atp2c1,5,0.7598,0.64229,0.955823,8724,0,-0.1334,5,0.14662,0.18342,0.950762,2303,1,-0.17131,5,0.86706,0.79265,0.966587,10767,0,0.1956,5,0.78766,0.66081,0.93145,9370,0,-0.013204,5,-0.073302,0.705394474,0.89881123
Mical1,5,0.79802,0.68261,0.955823,9372,0,0.18132,5,0.74917,0.68606,0.950762,9486,0,-0.10429,5,0.46552,0.39712,0.962198,4510,0,-0.12158,5,0.74247,0.61651,0.930684,8613,0,-0.042372,5,-0.073331,0.734346987,0.91124786
Zcchc24,5,0.65005,0.5359,0.955823,6930,0,-0.094935,5,0.02959,0.062252,0.908378,881,1,-0.13401,5,0.23185,0.22342,0.962198,1778,1,-0.051773,5,0.89888,0.81252,0.94693,11314,0,0.14577,5,-0.073354,0.637860576,0.870157249
Prkcz,5,0.37111,0.31351,0.955823,2921,0,0.10889,5,0.34615,0.32601,0.950762,4126,1,-0.042361,5,0.40781,0.35242,0.962198,3738,0,-0.10442,5,0.35951,0.28403,0.930684,3086,0,-0.21814,5,-0.0733905,0.46586983,0.766563935
Golga2,5,0.28479,0.26492,0.955823,1953,1,-0.16105,5,0.26168,0.25564,0.950762,3307,1,-0.091561,5,0.78394,0.68685,0.963396,9405,0,-0.00060624,5,0.20024,0.17974,0.930684,1553,1,-0.055345,5,-0.073453,0.286013015,0.634868195
Cfi,5,0.75119,0.6327,0.955823,8582,0,-0.0030008,5,0.08671,0.13923,0.950762,1830,2,-0.38917,5,0.4089,0.35242,0.962198,3757,0,-0.14395,5,0.93072,0.86039,0.956574,11877,0,0.15408,5,-0.0734754,0.503938593,0.793044315
Dnajb11,5,0.50798,0.4242,0.955823,4780,0,-0.089504,5,0.35521,0.33555,0.950762,4217,1,-0.056467,5,0.25064,0.23632,0.962198,1944,1,-0.36329,5,0.35946,0.28403,0.930684,3085,0,-0.057475,5,-0.0734895,0.140172171,0.469078346
Zfp770,5,0.56683,0.46616,0.955823,5672,0,-0.14108,5,0.42284,0.38863,0.950762,5027,1,0.15035,5,0.16424,0.19016,0.962198,1326,1,-0.35262,5,0.91854,0.83985,0.951218,11659,0,-0.0060046,5,-0.0735423,0.504221078,0.793157586
Rnf115,5,0.49595,0.4151,0.955823,4611,0,-0.077725,5,0.53569,0.4887,0.950762,6493,0,-0.16191,5,0.46922,0.40207,0.962198,4549,0,-0.069454,5,0.47788,0.3753,0.930684,4610,0,0.038441,5,-0.0735895,0.35896538,0.691441554
Adamts15,5,0.59472,0.49131,0.955823,6081,0,0.087289,5,0.39865,0.3689,0.950762,4727,1,-0.098578,5,0.8837,0.81169,0.970288,11040,0,-0.048623,5,0.56411,0.45046,0.930684,5813,0,-0.15077,5,-0.0736005,0.483411717,0.780264202
Gabpb2,5,0.62453,0.51188,0.955823,6549,0,-0.1783,5,0.98166,0.96508,0.985749,12933,0,0.31977,5,0.87928,0.80515,0.968331,10980,0,0.031069,5,0.4922,0.38708,0.930684,4792,0,-0.31589,5,-0.0736155,0.768098656,0.923708247
Arl4c,5,0.8006,0.68552,0.955823,9423,0,-0.090488,5,0.85966,0.80885,0.963903,11081,0,0.092663,5,0.64915,0.5536,0.962198,7198,0,-0.056769,5,0.36639,0.28907,0.930684,3169,0,-0.19701,5,-0.0736285,0.443375455,0.751649725
Slc38a2,5,0.91498,0.84136,0.963733,11510,0,0.053397,5,0.078955,0.13194,0.950762,1704,2,-0.019888,5,0.33387,0.29355,0.962198,2815,0,-0.32719,5,0.7028,0.57563,0.930684,7979,0,-0.12743,5,-0.073659,0.310920271,0.65809359
Slc44a5,5,0.88306,0.79397,0.955823,10938,0,-0.058642,5,0.60637,0.54939,0.950762,7435,0,-0.24968,5,0.93558,0.88445,0.97754,11951,0,0.23659,5,0.66272,0.53658,0.930684,7343,0,-0.088732,5,-0.073687,0.651323627,0.876929915
Camsap1,5,0.83031,0.72551,0.955823,9964,0,-0.07282,5,0.45517,0.42021,0.950762,5447,0,-0.48456,5,0.5471,0.45795,0.962198,5686,0,-0.015671,5,0.32116,0.26072,0.930684,2632,0,-0.074559,5,-0.0736895,0.166469439,0.509513436
Ubl7,5,0.2632,0.24815,0.955823,1778,1,-0.17648,5,0.80968,0.7536,0.959295,10352,0,0.015213,5,0.39442,0.33884,0.962198,3566,0,-0.047539,5,0.48209,0.3787,0.930684,4668,0,-0.099856,5,-0.0736975,0.302696687,0.650930941
Lilra5,5,0.64067,0.52812,0.955823,6790,0,-0.13206,5,0.6141,0.55559,0.950762,7545,0,-0.028726,5,0.79625,0.70297,0.963396,9606,0,-0.044957,5,0.79808,0.676,0.933968,9539,0,-0.10244,5,-0.0736985,0.269329149,0.620603525
Zfp59,5,0.5916,0.4894,0.955823,6031,0,-0.075101,5,0.36962,0.34437,0.950762,4382,1,-0.19764,5,0.37053,0.32205,0.962198,3265,0,0.072797,5,0.4555,0.35614,0.930684,4303,0,-0.072415,5,-0.073758,0.398813899,0.720315404
Hhipl2,5,0.82719,0.71993,0.955823,9912,0,-0.0932,5,0.83801,0.78621,0.961046,10771,0,-0.057716,5,0.35285,0.30674,0.962198,3053,0,0.10373,5,0.60607,0.49022,0.930684,6428,0,-0.089864,5,-0.07379,0.612029106,0.858039507
Hsp90aa1,5,0.22806,0.22099,0.955823,1508,1,-0.059743,5,0.50092,0.45938,0.950762,6031,0,0.1743,5,0.20957,0.21451,0.962198,1600,1,-0.10684,5,0.43897,0.34257,0.930684,4083,0,-0.088011,5,-0.073877,0.741407993,0.913186081
