id,mouse3.num,mouse3.neg.score,mouse3.neg.p.value,mouse3.neg.fdr,mouse3.neg.rank,mouse3.neg.goodsgrna,mouse3.neg.lfc,mouse4.noLmnb2_1.num,mouse4.noLmnb2_1.neg.score,mouse4.noLmnb2_1.neg.p.value,mouse4.noLmnb2_1.neg.fdr,mouse4.noLmnb2_1.neg.rank,mouse4.noLmnb2_1.neg.goodsgrna,mouse4.noLmnb2_1.neg.lfc,mouse7.num,mouse7.neg.score,mouse7.neg.p.value,mouse7.neg.fdr,mouse7.neg.rank,mouse7.neg.goodsgrna,mouse7.neg.lfc,mouse8.num,mouse8.neg.score,mouse8.neg.p.value,mouse8.neg.fdr,mouse8.neg.rank,mouse8.neg.goodsgrna,mouse8.neg.lfc,mean.sgrnas,median.lfc.all,p.wilcox,p.wilcox.bh
Trp53,5,1,1,1,13207,0,0.6266,5,0.9994,0.99867,0.999783,13189,0,0.89599,5,0.99995,0.99983,1,13205,0,0.45799,5,0.99999,0.99995,1,13203,0,0.76845,5,0.697525,0.000562178,0.045899084
Tsc1,5,1,1,1,13208,0,0.71657,5,0.99883,0.99732,0.999671,13178,0,0.4192,5,0.99897,0.99734,0.999608,13178,0,0.50294,5,1,0.99998,1,13206,0,0.61832,5,0.56063,0.000592825,0.045899084
Pten,5,0.99714,0.99182,0.99753,13132,0,0.68388,5,0.99938,0.99863,0.999783,13188,0,0.53628,5,0.63172,0.5341,0.962198,6923,0,0.54249,5,0.99233,0.97639,0.9895,13033,0,0.38584,5,0.539385,0.000614373,0.045899084
Cul5,5,1,0.99999,1,13202,0,0.6303,5,0.75515,0.69223,0.950762,9584,0,0.46469,5,0.95706,0.91841,0.984844,12313,0,0.6115,5,0.9375,0.87202,0.960112,11997,0,0.46633,5,0.538915,0.000586581,0.045899084
Ube2f,5,1,0.99999,1,13203,0,0.49539,5,0.99945,0.99877,0.999783,13191,0,0.56072,5,1,0.99998,1,13207,0,0.45285,5,0.9998,0.99912,1,13196,0,0.59465,5,0.528055,0.000588679,0.045899084
Cdkn1c,5,0.99895,0.99675,0.999703,13170,0,0.59272,5,0.99905,0.99784,0.999783,13181,0,0.69158,5,0.99924,0.99809,0.999677,13188,0,0.4432,5,0.98924,0.9695,0.98767,12963,0,0.4507,5,0.52171,0.000599095,0.045899084
Gpr146,5,0.80016,0.68486,0.955823,9414,0,0.47815,5,0.39134,0.36397,0.950762,4641,1,-0.30459,5,0.99835,0.99603,0.999578,13157,0,0.57392,5,0.97588,0.94065,0.977269,12713,0,0.49845,5,0.4883,0.056387642,0.298863552
Rb1,5,0.9988,0.99629,0.999703,13163,0,0.19966,5,0.96785,0.94364,0.981864,12693,0,0.50002,5,1,1,1,13208,0,0.62776,5,0.99998,0.99988,1,13202,0,0.44743,5,0.473725,0.001241094,0.045899084
Prkar1a,5,0.98157,0.9572,0.987707,12790,0,0.31362,5,0.33839,0.31884,0.950762,4032,1,0.5185,5,0.98696,0.97042,0.992055,12920,0,0.35455,5,0.99742,0.99116,0.996526,13134,0,0.51689,5,0.43572,0.00081084,0.045899084
Nf1,5,0.84125,0.73987,0.955823,10185,0,0.37546,5,0.40914,0.37656,0.950762,4869,1,0.48392,5,0.38547,0.33178,0.962198,3454,0,0.24514,5,0.99998,0.99988,1,13201,0,0.47842,5,0.42694,0.001034538,0.045899084
Tsc2,5,0.99552,0.98742,0.996773,13085,0,0.48978,5,0.92925,0.8906,0.970418,12116,0,0.29308,5,0.99844,0.99627,0.999578,13161,0,0.35241,5,0.99999,0.99996,1,13204,0,0.56991,5,0.421095,0.000863856,0.045899084
Cdkn1b,5,0.99996,0.99983,1,13200,0,0.54633,5,0.86426,0.81436,0.964866,11139,0,0.37481,5,0.97793,0.95395,0.988873,12738,0,0.12735,5,0.99831,0.99397,0.99774,13159,0,0.46582,5,0.420315,0.00263472,0.050059466
Arih2,5,1,1,1,13206,0,0.513,5,0.99757,0.99491,0.99869,13159,0,0.42094,5,0.9897,0.9764,0.993381,12978,0,0.35102,5,0.83089,0.71584,0.93447,10095,0,0.4079,5,0.41442,0.000737238,0.045899084
Fbxo11,5,0.78632,0.66981,0.955823,9171,0,0.18604,5,0.95761,0.92941,0.978446,12544,0,0.38642,5,0.39943,0.34303,0.962198,3630,0,0.41212,5,0.99562,0.98541,0.993766,13098,0,0.41816,5,0.39927,0.001623958,0.045899084
Ncor1,5,0.93012,0.86199,0.965017,11792,0,0.14161,5,0.92235,0.88414,0.970202,12002,0,0.44236,5,0.99742,0.99384,0.998595,13142,0,0.49344,5,0.90053,0.81384,0.94693,11344,0,0.35313,5,0.397745,0.002386127,0.048441277
Znrf3,5,0.99904,0.99702,0.999791,13171,0,0.40349,5,0.93455,0.89678,0.970418,12200,0,0.45146,5,0.99963,0.99901,0.999802,13196,0,0.24434,5,0.88339,0.7841,0.939686,11021,0,0.37223,5,0.38786,0.001111624,0.045899084
Nprl3,5,1,1,1,13205,0,0.38925,5,0.99783,0.99548,0.998959,13163,0,0.3734,5,0.98147,0.96005,0.989511,12814,0,0.16323,5,1,0.99999,1,13207,0,0.5943,5,0.381325,0.001926217,0.046341477
Nf2,5,0.9844,0.96232,0.988642,12855,0,0.27752,5,0.72155,0.65762,0.950762,9070,0,0.056377,5,0.93591,0.88505,0.977563,11959,0,0.55225,5,0.99986,0.99935,1,13197,0,0.46013,5,0.368825,0.007177411,0.086574647
Ifngr2,5,0.96451,0.9248,0.980547,12458,0,0.37573,5,0.99158,0.98354,0.994454,13064,0,0.36461,5,0.9936,0.98469,0.995395,13067,0,0.36108,5,0.86253,0.75542,0.937125,10646,0,-0.057151,5,0.362845,0.023171027,0.183526166
Stk11,5,0.98308,0.95969,0.987772,12823,0,0.21375,5,0.58549,0.53143,0.950762,7140,0,0.32581,5,0.99247,0.98244,0.994646,13044,0,0.39067,5,1,1,1,13208,0,0.54917,5,0.35824,0.001398915,0.045899084
Acvr2a,5,0.9989,0.99659,0.999703,13167,0,0.35715,5,0.041888,0.079759,0.950762,1081,1,0.33817,5,0.7009,0.60474,0.962198,8033,0,0.42956,5,0.99864,0.9949,0.998017,13167,0,0.3575,5,0.357325,0.000893677,0.045899084
Rnase12,5,0.69419,0.57726,0.955823,7631,0,0.11297,5,0.99845,0.99658,0.999172,13174,0,0.49697,5,0.57887,0.48582,0.962198,6152,0,0.25472,5,0.99762,0.9917,0.996526,13145,0,0.45967,5,0.357195,0.004110687,0.061503991
Ube2m,5,0.99977,0.99919,1,13193,0,0.32618,5,0.95921,0.93173,0.979353,12566,0,0.19279,5,0.61253,0.51578,0.962198,6657,0,0.38686,5,0.96566,0.92066,0.971555,12517,0,0.45765,5,0.35652,0.001689214,0.045899084
Zfhx2,5,0.94556,0.88768,0.969259,12090,0,0.40708,5,0.074062,0.12506,0.950762,1620,2,0.53573,5,0.83615,0.75099,0.964592,10266,0,0.30586,5,0.42023,0.33057,0.930684,3842,0,0.14237,5,0.35647,0.00264169,0.050059466
Sav1,5,0.56397,0.46463,0.955823,5621,0,0.28806,5,0.99946,0.99878,0.999783,13192,0,0.58422,5,0.90452,0.84266,0.972257,11405,0,0.31231,5,0.86288,0.75594,0.937125,10652,0,0.39054,5,0.351425,0.001018304,0.045899084
Rnf7,5,0.9217,0.84973,0.963733,11638,0,0.50587,5,0.94567,0.911,0.97282,12369,0,0.11976,5,0.70005,0.60394,0.962198,8020,0,0.45372,5,0.7286,0.60495,0.930684,8403,0,0.24343,5,0.348575,0.004019365,0.061033107
Map3k21,5,0.94706,0.88991,0.969328,12123,0,0.51076,5,0.56006,0.50842,0.950762,6808,0,0.5833,5,0.99274,0.98297,0.994646,13054,0,0.18536,5,0.85151,0.74288,0.936717,10444,0,-0.00061624,5,0.34806,0.02024409,0.169230344
Eny2,5,0.96947,0.93349,0.982507,12548,0,0.40491,5,0.97463,0.95388,0.983891,12799,0,0.25458,5,0.61768,0.52082,0.962198,6729,0,0.41303,5,0.68873,0.56084,0.930684,7776,0,0.28099,5,0.34295,0.001330742,0.045899084
Rp1,5,0.98321,0.95969,0.987772,12830,0,0.21027,5,0.84805,0.79574,0.961046,10927,0,0.41095,5,0.99248,0.98244,0.994646,13045,0,0.32995,5,0.95703,0.90442,0.967645,12340,0,0.33858,5,0.334265,0.001614957,0.045899084
Ube2r2,5,0.75137,0.6327,0.955823,8585,0,0.2175,5,0.99846,0.9966,0.999172,13175,0,0.35319,5,0.99894,0.99725,0.999608,13176,0,0.30955,5,0.99614,0.98699,0.994668,13107,0,0.4336,5,0.33137,0.00155034,0.045899084
Elk1,5,0.42454,0.36006,0.955823,3582,0,-0.037649,5,0.99911,0.99806,0.999783,13182,0,0.33776,5,0.22982,0.2228,0.962198,1760,1,0.41303,5,0.78523,0.65867,0.930684,9326,0,0.31684,5,0.3273,0.020888643,0.172328045
Lztr1,5,0.99951,0.9984,1,13184,0,0.2329,5,0.9989,0.99744,0.999713,13179,0,0.60912,5,0.8598,0.78167,0.966587,10669,0,0.14187,5,0.95487,0.90094,0.967048,12305,0,0.41736,5,0.32513,0.003408893,0.056000824
Hipk2,5,0.99117,0.9774,0.99351,12994,0,0.14393,5,0.7537,0.69064,0.950762,9560,0,0.2848,5,0.99902,0.99746,0.999608,13180,0,0.40038,5,0.9985,0.99448,0.997951,13163,0,0.35979,5,0.322295,0.003083888,0.053878297
Ankrd26,5,0.97432,0.94276,0.985358,12638,0,0.2103,5,0.98638,0.97361,0.989645,12995,0,0.41064,5,0.89821,0.83363,0.972257,11287,0,0.30637,5,0.89222,0.80117,0.944934,11182,0,0.33529,5,0.32083,0.001720574,0.045899084
Fam102b,5,0.77036,0.65352,0.955823,8903,0,-0.030442,5,0.90664,0.86563,0.970202,11755,0,0.42372,5,0.64507,0.54967,0.962198,7127,0,0.32732,5,0.88462,0.78647,0.940727,11043,0,0.31002,5,0.31867,0.019933598,0.167376323
Chtf8,5,0.32458,0.29035,0.955823,2366,0,-0.072313,5,0.98073,0.96345,0.985539,12913,0,0.35983,5,0.43686,0.37548,0.962198,4124,0,0.27742,5,0.80336,0.68276,0.933968,9630,0,0.47054,5,0.318625,0.028973726,0.207080611
Atm,5,0.93815,0.8764,0.968516,11936,0,0.24739,5,0.99298,0.98609,0.995463,13084,0,0.58094,5,0.86832,0.79419,0.966587,10789,0,0.087887,5,0.93435,0.86681,0.959011,11940,0,0.3838,5,0.315595,0.005799058,0.075866041
Dip2c,5,0.56522,0.46516,0.955823,5647,0,0.19384,5,0.96883,0.94522,0.981864,12713,0,0.30712,5,0.98124,0.95975,0.989511,12806,0,0.32405,5,0.84838,0.73729,0.935348,10399,0,0.32215,5,0.314635,0.002241216,0.047331473
Depdc5,5,0.97076,0.93638,0.984055,12569,0,0.30569,5,0.83202,0.77802,0.960285,10683,0,0.49302,5,0.44559,0.38102,0.962198,4235,0,0.32026,5,0.19113,0.1751,0.930684,1496,1,0.051339,5,0.312975,0.008195734,0.092758569
Prkaca,5,0.91037,0.83292,0.963408,11416,0,0.32119,5,0.56974,0.51626,0.950762,6938,0,0.32541,5,0.33628,0.29537,0.962198,2846,0,-0.21719,5,0.99355,0.97956,0.991116,13055,0,0.30202,5,0.311605,0.067632424,0.332077714
Erg,5,0.42788,0.36243,0.955823,3632,0,0.12915,5,0.40836,0.37656,0.950762,4858,1,0.39001,5,0.98087,0.95913,0.989511,12795,0,0.27885,5,0.99757,0.99148,0.996526,13142,0,0.34043,5,0.30964,0.003808693,0.059252325
Asb4,5,0.81773,0.70765,0.955823,9733,0,-0.07077,5,0.046852,0.090479,0.950762,1166,2,0.44944,5,0.99844,0.99627,0.999578,13160,0,0.32757,5,0.14827,0.1528,0.930684,1297,1,0.29046,5,0.309015,0.029131934,0.207486906
Hspa4l,5,0.97916,0.95258,0.987707,12725,0,0.2399,5,0.92274,0.8847,0.970202,12011,0,0.55613,5,0.92826,0.87354,0.974772,11836,0,0.37459,5,0.82007,0.70421,0.93447,9885,0,-0.02713,5,0.307245,0.021367986,0.174862675
Dcaf15,5,0.90711,0.82672,0.961032,11362,0,0.23219,5,0.86691,0.81653,0.964866,11172,0,0.49699,5,0.6647,0.56696,0.962198,7464,0,0.38029,5,0.90752,0.82437,0.947944,11472,0,0.18795,5,0.30624,0.002398875,0.048441277
Zdhhc9,5,0.24649,0.23259,0.955823,1633,1,-0.065175,5,0.9908,0.98196,0.993465,13056,0,0.50574,5,0.72806,0.63218,0.962198,8498,0,0.19069,5,0.975,0.93924,0.976633,12700,0,0.41896,5,0.304825,0.036611577,0.236578134
Fubp1,5,0.73296,0.61121,0.955823,8284,0,-0.13009,5,0.85901,0.8086,0.963903,11071,0,0.43417,5,0.96625,0.93349,0.985807,12507,0,0.25396,5,0.91399,0.83344,0.949128,11596,0,0.35412,5,0.30404,0.046616167,0.271309856
Psen2,5,0.75817,0.64049,0.955823,8696,0,0.092681,5,0.86995,0.82011,0.964866,11214,0,0.42007,5,0.62729,0.53047,0.962198,6847,0,0.28803,5,0.99285,0.97795,0.990469,13042,0,0.3186,5,0.303315,0.005550647,0.073640758
Sdk1,5,0.95629,0.90889,0.975537,12301,0,0.30648,5,0.083883,0.13644,0.950762,1775,2,0.23172,5,0.99119,0.9796,0.993742,13017,0,0.32549,5,0.90302,0.8174,0.947839,11388,0,0.30015,5,0.303315,0.001855459,0.046341477
Ofd1,5,0.48528,0.40487,0.955823,4466,0,0.3034,5,0.31728,0.30112,0.950762,3812,1,-0.28123,5,0.99865,0.9967,0.999578,13170,0,0.30344,5,0.84587,0.7332,0.93447,10363,0,0.30157,5,0.302485,0.083372545,0.370709361
Nov,5,0.56436,0.46463,0.955823,5629,0,0.13554,5,0.9746,0.95388,0.983891,12796,0,0.35468,5,0.94888,0.90669,0.983381,12170,0,0.29219,5,0.91696,0.83699,0.950216,11635,0,0.31009,5,0.30114,0.003783324,0.059070626
Samd4,5,0.79076,0.67463,0.955823,9252,0,0.19989,5,0.97913,0.96048,0.98477,12883,0,0.41981,5,0.9035,0.84094,0.972257,11383,0,0.15029,5,0.37656,0.29797,0.930684,3282,0,0.40032,5,0.300105,0.004060682,0.061155637
Lats1,5,0.99266,0.98107,0.994793,13023,0,0.48394,5,0.97713,0.95739,0.984297,12846,0,0.23057,5,0.70618,0.61071,0.962198,8118,0,0.079778,5,0.99913,0.99642,0.998515,13181,0,0.36345,5,0.29701,0.00711843,0.086149886
Dpysl3,5,0.62054,0.50903,0.955823,6475,0,-0.097016,5,0.99718,0.99417,0.998559,13151,0,0.49198,5,0.45199,0.38713,0.962198,4322,0,0.19821,5,0.97757,0.94436,0.978663,12746,0,0.38972,5,0.293965,0.045387195,0.267383619
Map3k6,5,0.9253,0.85512,0.964587,11708,0,0.32361,5,0.89235,0.84785,0.968343,11540,0,0.39103,5,0.99016,0.97709,0.993412,12993,0,0.26391,5,0.82111,0.70482,0.93447,9902,0,0.16265,5,0.29376,0.002972256,0.052850653
Nat8f5,5,0.45875,0.38307,0.955823,4083,0,0.3064,5,0.12789,0.17192,0.950762,2164,1,0.082288,5,0.91161,0.84995,0.972257,11538,0,0.27785,5,0.65891,0.53431,0.930684,7280,0,0.37599,5,0.292125,0.006821583,0.083863107
Ambra1,5,0.99594,0.98868,0.997073,13096,0,0.26404,5,0.68047,0.62488,0.950762,8471,0,0.11917,5,0.99507,0.98846,0.997032,13094,0,0.39127,5,0.65447,0.53072,0.930684,7210,0,0.31984,5,0.29194,0.004579925,0.065680397
Pdlim7,5,0.43334,0.36708,0.955823,3705,0,0.023013,5,0.96063,0.93317,0.979361,12586,0,0.56596,5,0.76388,0.66687,0.962198,9067,0,0.12359,5,0.98772,0.96626,0.986884,12933,0,0.45929,5,0.29144,0.025638712,0.193506344
Cep83,5,0.95452,0.90578,0.975256,12267,0,0.18319,5,0.98978,0.97984,0.992467,13041,0,0.44671,5,0.81152,0.72018,0.963396,9844,0,0.33129,5,0.72696,0.60256,0.930684,8371,0,0.25059,5,0.29094,0.002491224,0.049106516
Lrp4,5,0.77073,0.65386,0.955823,8908,0,0.033006,5,0.97423,0.95348,0.983891,12786,0,0.35772,5,0.9863,0.96912,0.991778,12906,0,0.28602,5,0.74198,0.6165,0.930684,8600,0,0.29556,5,0.29079,0.012244063,0.121138269
Golga7,5,0.96262,0.92117,0.979862,12416,0,0.31427,5,0.57465,0.52085,0.950762,6997,0,0.5243,5,0.54484,0.45537,0.962198,5657,0,0.24871,5,0.8718,0.77098,0.939554,10804,0,0.2657,5,0.289985,0.001567546,0.045899084
Ppard,5,0.42873,0.36243,0.955823,3644,0,0.32952,5,0.55709,0.50556,0.950762,6773,0,0.15058,5,0.71265,0.61505,0.962198,8229,0,0.31435,5,0.39381,0.30861,0.930684,3509,0,0.26425,5,0.2893,0.003675477,0.05813857
Ccdc18,5,0.49896,0.41834,0.955823,4651,0,0.34135,5,0.98895,0.97862,0.991672,13032,0,0.34545,5,0.6908,0.59392,0.962198,7871,0,0.23495,5,0.945,0.88609,0.964236,12129,0,0.05504,5,0.28815,0.010586074,0.109999762
Pcnx4,5,0.98079,0.95528,0.987707,12763,0,0.34835,5,0.62164,0.56413,0.950762,7646,0,0.11765,5,0.72587,0.63031,0.962198,8460,0,0.28982,5,0.99722,0.99059,0.996526,13127,0,0.28356,5,0.28669,0.004960096,0.068888478
Fgd3,5,0.79895,0.68358,0.955823,9390,0,0.27124,5,0.92656,0.88791,0.970202,12078,0,0.33742,5,0.95536,0.9163,0.9846,12289,0,0.29936,5,0.74297,0.61726,0.930684,8624,0,0.040348,5,0.2853,0.011917183,0.1188838
Dcun1d5,5,0.54176,0.45301,0.955823,5279,0,0.17778,5,0.96221,0.9365,0.98065,12613,0,0.35019,5,0.9953,0.98901,0.997032,13099,0,0.2414,5,0.47825,0.3753,0.930684,4617,0,0.32768,5,0.28454,0.002989751,0.052970538
Bcl2a1a,1,0.82521,0.77483,0.955823,9859,0,0.26162,1,0.97124,0.96561,0.985909,12746,0,0.86232,1,0.84114,0.80067,0.967096,10342,0,0.30704,1,0.10729,0.079615,0.930684,1170,0,-0.53888,1,0.28433,0.098930338,0.400573853
Sclt1,5,0.85491,0.75783,0.955823,10414,0,0.31834,5,0.67244,0.614,0.950762,8354,0,0.19442,5,0.83057,0.74359,0.964592,10169,0,0.26482,5,0.98663,0.96402,0.985708,12918,0,0.29733,5,0.281075,0.002739738,0.05086412
Extl2,5,0.5822,0.48065,0.955823,5901,0,0.093672,5,0.54098,0.49367,0.950762,6564,0,0.35703,5,0.54728,0.45795,0.962198,5689,0,0.21781,5,0.25527,0.21714,0.930684,1963,1,0.34371,5,0.28076,0.007325709,0.087722542
Pwwp2b,5,0.45644,0.37971,0.955823,4053,0,0.09631,5,0.8319,0.77802,0.960285,10682,0,0.36582,5,0.58096,0.48679,0.962198,6178,0,0.27097,5,0.99803,0.99302,0.997402,13151,0,0.28991,5,0.28044,0.006301357,0.079591944
Klhl3,5,0.9533,0.90311,0.974082,12243,0,0.24527,5,0.58823,0.53409,0.950762,7180,0,0.31513,5,0.66977,0.57367,0.962198,7539,0,0.35158,5,0.96962,0.92844,0.97447,12585,0,0.12292,5,0.2802,0.00503051,0.069283598
Ccdc112,5,0.99699,0.99146,0.99753,13126,0,0.3811,5,0.78101,0.72396,0.959295,9944,0,-0.010812,5,0.36431,0.31713,0.962198,3187,0,0.39839,5,0.99483,0.98372,0.993501,13078,0,0.17917,5,0.280135,0.026107501,0.195801626
Pdgfb,5,0.70419,0.58585,0.955823,7812,0,0.048107,5,0.68089,0.62563,0.950762,8477,0,0.59806,5,0.96116,0.92577,0.985268,12397,0,0.35457,5,0.94674,0.88799,0.964236,12161,0,0.20285,5,0.27871,0.011700132,0.117338905
Zfp869,5,0.91119,0.83436,0.963498,11432,0,0.45427,5,0.57895,0.52545,0.950762,7055,0,0.010908,5,0.99943,0.99849,0.999802,13191,0,0.22325,5,0.99961,0.99821,0.999573,13191,0,0.3341,5,0.278675,0.01685603,0.149962332
Brd1,5,0.7776,0.66115,0.955823,9022,0,0.18625,5,0.84691,0.79466,0.961046,10911,0,-0.16471,5,0.9715,0.94351,0.988117,12599,0,0.40109,5,0.96907,0.92776,0.974454,12576,0,0.3697,5,0.277975,0.072641703,0.344630607
Aldh2,5,0.88111,0.79062,0.955823,10900,0,0.35887,5,0.56882,0.51578,0.950762,6928,0,0.39229,5,0.82537,0.73638,0.964385,10082,0,0.19348,5,0.93664,0.87062,0.959906,11979,0,0.10171,5,0.276175,0.007366366,0.087927496
Npr1,5,0.89929,0.81425,0.956961,11233,0,0.27418,5,0.9443,0.90763,0.970995,12346,0,0.63079,5,0.98915,0.97534,0.993381,12967,0,0.27792,5,0.50998,0.40029,0.930684,5056,0,0.12084,5,0.27605,0.004499035,0.065382192
Cln5,5,0.75559,0.63792,0.955823,8648,0,0.24484,5,0.4443,0.411,0.950762,5305,0,-0.1557,5,0.59532,0.49894,0.962198,6387,0,0.30632,5,0.99545,0.9851,0.993738,13091,0,0.40331,5,0.27558,0.059209163,0.307766478
Rasa1,5,0.60979,0.50046,0.955823,6300,0,0.097719,5,0.96744,0.94347,0.981864,12687,0,0.30225,5,0.727,0.6318,0.962198,8477,0,0.29657,5,0.96985,0.92896,0.97447,12586,0,0.25417,5,0.27537,0.007235055,0.087054747
Lilr4b,5,0.96985,0.93423,0.98308,12551,0,0.30592,5,0.75167,0.68905,0.950762,9527,0,-0.050271,5,0.88713,0.81583,0.970288,11102,0,0.27938,5,0.61406,0.49647,0.930684,6555,0,0.27124,5,0.27531,0.03276119,0.221221779
Ankrd46,5,0.44255,0.37345,0.955823,3841,0,0.010688,5,0.99878,0.99721,0.999632,13177,0,0.67874,5,0.5959,0.49994,0.962198,6396,0,0.10767,5,0.72132,0.59534,0.930684,8279,0,0.44274,5,0.275205,0.033192045,0.223292076
Frmd6,5,0.98492,0.96329,0.988738,12868,0,0.37183,5,0.98607,0.97294,0.989116,12993,0,0.48743,5,0.58569,0.48919,0.962198,6251,0,0.074783,5,0.76128,0.63726,0.930684,8920,0,0.17686,5,0.274345,0.010263403,0.107929163
Fzd6,5,0.85586,0.75895,0.955823,10437,0,0.14302,5,0.71753,0.65518,0.950762,9006,0,0.43796,5,0.19908,0.20683,0.962198,1528,1,-0.052884,5,0.99197,0.97561,0.9895,13021,0,0.40543,5,0.274225,0.046353053,0.270420105
Tmem100,5,0.80673,0.69454,0.955823,9530,0,0.12326,5,0.87275,0.82426,0.964866,11250,0,0.52542,5,0.99752,0.99401,0.998595,13146,0,0.42467,5,0.72406,0.59938,0.930684,8323,0,-0.058409,5,0.273965,0.054170837,0.292992801
Ddit4,5,0.81098,0.69928,0.955823,9605,0,0.071593,5,0.36659,0.34273,0.950762,4347,1,0.474,5,0.58005,0.48631,0.962198,6167,0,0.21715,5,0.53149,0.42065,0.930684,5354,0,0.33032,5,0.273735,0.00878285,0.097123843
Gm11437,5,0.45849,0.38307,0.955823,4080,0,0.14666,5,0.77773,0.72004,0.959295,9897,0,0.39992,5,0.71643,0.62047,0.962198,8288,0,0.41497,5,0.78655,0.65977,0.930684,9348,0,0.025035,5,0.27329,0.022331421,0.179723439
Timm21,5,0.95302,0.90161,0.973227,12238,0,0.12756,5,0.98459,0.97031,0.988131,12969,0,0.26431,5,0.96795,0.93737,0.986975,12539,0,0.28774,5,0.98384,0.95794,0.982775,12874,0,0.28222,5,0.273265,0.005552325,0.073640758
Bst1,5,0.99578,0.98827,0.996949,13093,0,0.26401,5,0.51105,0.46544,0.950762,6171,0,0.27988,5,0.93584,0.8849,0.977562,11957,0,0.01699,5,0.99903,0.99607,0.998342,13179,0,0.43432,5,0.271945,0.015273491,0.140874488
Idh3a,5,0.99662,0.99033,0.997396,13114,0,0.34534,5,0.11314,0.1604,0.950762,2057,1,0.20532,5,0.98331,0.96283,0.990036,12845,0,0.33731,5,0.78185,0.65543,0.930684,9266,0,0.010746,5,0.271315,0.019975453,0.167595313
Rab27a,5,0.97684,0.9481,0.98714,12681,0,0.25954,5,0.49744,0.45739,0.950762,5976,0,0.28104,5,0.46935,0.40207,0.962198,4551,0,0.16273,5,0.79139,0.66729,0.933594,9440,0,0.31657,5,0.27029,0.003771486,0.059021067
Il17rc,5,0.9726,0.93972,0.984233,12608,0,0.25115,5,0.90388,0.8622,0.970202,11714,0,0.28975,5,0.81996,0.72944,0.963396,9990,0,0.28802,5,0.36126,0.28595,0.930684,3106,0,0.10976,5,0.269585,0.006779284,0.08358461
Szt2,5,0.99885,0.99651,0.999703,13165,0,0.25794,5,0.99823,0.99619,0.999172,13169,0,0.31944,5,0.96461,0.93076,0.985602,12470,0,0.17745,5,0.99549,0.98514,0.993738,13094,0,0.2809,5,0.26942,0.003335751,0.055419619
Il7r,5,0.90013,0.8149,0.957143,11243,0,0.15663,5,0.99294,0.986,0.995463,13082,0,0.43259,5,0.85805,0.77825,0.966333,10638,0,0.28567,5,0.99751,0.99138,0.996526,13138,0,0.25289,5,0.26928,0.003494691,0.056635429
Mtfr1l,5,0.88566,0.79745,0.955823,10988,0,0.10835,5,0.035228,0.070183,0.93635,984,2,0.42067,5,0.33734,0.29601,0.962198,2859,0,0.16531,5,0.98529,0.96071,0.984024,12896,0,0.37297,5,0.26914,0.008111589,0.092201262
Mknk1,5,0.54284,0.45301,0.955823,5298,0,0.28319,5,0.99546,0.99056,0.99691,13123,0,0.32696,5,0.73407,0.63761,0.962198,8582,0,0.255,5,0.67988,0.55429,0.930684,7632,0,-0.10941,5,0.269095,0.050592144,0.282068824
Cabyr,5,0.79602,0.68161,0.955823,9339,0,-0.034964,5,0.8687,0.81969,0.964866,11197,0,0.31065,5,0.85243,0.77121,0.964761,10541,0,0.48999,5,0.88664,0.79017,0.942249,11078,0,0.22696,5,0.268805,0.026723832,0.197852227
Plekhg5,5,0.66082,0.54577,0.955823,7113,0,0.030966,5,0.92612,0.88736,0.970202,12067,0,0.19887,5,0.99954,0.99878,0.999802,13192,0,0.57703,5,0.95944,0.90812,0.968817,12379,0,0.33813,5,0.2685,0.014890806,0.138603079
Tmem263,5,0.69824,0.58058,0.955823,7711,0,0.27129,5,0.99994,0.99985,0.999965,13207,0,0.51535,5,0.96962,0.94011,0.987824,12563,0,0.065069,5,0.49976,0.39263,0.930684,4907,0,0.26362,5,0.267455,0.008820074,0.097160582
Ulk3,5,0.38717,0.32921,0.955823,3105,0,0.24191,5,0.95641,0.92754,0.978149,12516,0,0.46305,5,0.54202,0.45432,0.962198,5615,0,0.29113,5,0.96822,0.92643,0.974159,12558,0,0.050298,5,0.26652,0.010910563,0.112232647
Dhcr7,5,0.73676,0.61511,0.955823,8347,0,0.22585,5,0.91355,0.87406,0.970202,11859,0,0.30705,5,0.78553,0.68948,0.963396,9434,0,-0.068875,5,0.78561,0.65867,0.930684,9330,0,0.61639,5,0.26645,0.035382573,0.232272876
Wwc1,5,0.99935,0.99794,1,13180,0,0.30277,5,0.77456,0.71544,0.958931,9850,0,0.21141,5,0.99873,0.99679,0.999578,13172,0,0.41854,5,0.91304,0.83326,0.949128,11574,0,0.22926,5,0.266015,0.002459419,0.048628744
Man2c1,5,0.78227,0.66535,0.955823,9101,0,0.32258,5,0.37628,0.34717,0.950762,4460,1,0.332,5,0.43006,0.36698,0.962198,4038,0,0.099626,5,0.74896,0.6226,0.930684,8721,0,0.20768,5,0.26513,0.007806595,0.090367666
Atf6,5,0.99968,0.99889,1,13191,0,0.28844,5,0.29821,0.28547,0.950762,3616,1,0.2853,5,0.90887,0.84678,0.972257,11488,0,0.23482,5,0.8691,0.76633,0.939554,10762,0,0.24464,5,0.26497,0.002596892,0.049876905
