id,mouse3.num,mouse3.pos.score,mouse3.pos.p.value,mouse3.pos.fdr,mouse3.pos.rank,mouse3.pos.goodsgrna,mouse3.pos.lfc,mouse4.noLmnb2_1.num,mouse4.noLmnb2_1.pos.score,mouse4.noLmnb2_1.pos.p.value,mouse4.noLmnb2_1.pos.fdr,mouse4.noLmnb2_1.pos.rank,mouse4.noLmnb2_1.pos.goodsgrna,mouse4.noLmnb2_1.pos.lfc,mouse7.num,mouse7.pos.score,mouse7.pos.p.value,mouse7.pos.fdr,mouse7.pos.rank,mouse7.pos.goodsgrna,mouse7.pos.lfc,mouse8.num,mouse8.pos.score,mouse8.pos.p.value,mouse8.pos.fdr,mouse8.pos.rank,mouse8.pos.goodsgrna,mouse8.pos.lfc,mean.sgrnas,median.lfc.all,p.wilcox,p.wilcox.bh
Ndufa9,5,0.15717,0.20673,1,1986,1,0.21487,5,0.27866,0.40069,1,4291,1,0.19282,5,0.6502,0.73649,1,8094,0,0.031255,5,0.20749,0.28874,1,2636,1,0.16064,5,0.17673,0.047086018,0.273148992
Jam3,5,0.31764,0.40972,1,3893,0,-0.082274,5,0.11868,0.24267,1,2527,2,0.38457,5,0.071233,0.14077,1,1197,1,0.1825,5,0.40611,0.52438,1,5000,0,0.17079,5,0.176645,0.083165346,0.370346558
Myd88,5,0.47194,0.57974,1,5819,0,0.15241,5,0.13489,0.26544,1,2831,2,0.33827,5,0.57943,0.67548,1,7218,0,0.2008,5,0.64598,0.76455,1,7954,0,-0.14038,5,0.176605,0.119523015,0.435492409
Zfp57,5,0.47436,0.58184,1,5847,0,0.1548,5,0.80647,0.86164,1,10305,0,0.059616,5,0.29647,0.38767,1,3697,0,0.30306,5,0.12145,0.18559,1,1728,1,0.19839,5,0.176595,0.027495179,0.20064726
Rpusd3,5,0.41495,0.51737,1,5118,0,0.17811,5,0.014928,0.053423,1,535,3,0.44126,5,0.40119,0.49991,1,5012,0,0.17502,5,0.52174,0.65034,1,6429,0,-0.10357,5,0.176565,0.091126976,0.386111389
Slc25a13,5,0.44381,0.54996,1,5482,0,0.16161,5,0.37528,0.46757,1,5165,1,0.17969,5,0.61536,0.70674,1,7666,0,0.1743,5,0.32853,0.4407,1,4060,0,0.1788,5,0.17655,0.017630209,0.154930011
Herc2,5,0.14245,0.18888,1,1814,1,0.33472,5,0.48766,0.55808,1,6307,1,0.16719,5,0.046784,0.11315,1,974,1,0.13582,5,0.619,0.73977,1,7655,0,0.18565,5,0.17642,0.012434315,0.122561522
Edn1,5,0.088156,0.12758,1,1198,1,0.069103,5,0.47186,0.54218,1,6150,1,0.24718,5,0.67617,0.75672,1,8403,0,0.10561,5,0.48081,0.60269,1,5913,0,0.29285,5,0.176395,0.030717306,0.213527102
Rhot2,5,0.22125,0.29149,1,2735,0,0.093059,5,0.66912,0.73756,1,8526,0,0.30984,5,0.13801,0.21114,1,1898,1,0.25958,5,0.9783,0.99279,1,12158,0,-0.16769,5,0.1763195,0.166293756,0.509227071
Ctnnal1,5,0.30385,0.39416,1,3725,0,0.15412,5,0.6671,0.73642,1,8486,0,0.18052,5,0.26108,0.35322,1,3258,1,0.17202,5,0.011282,0.036246,1,329,2,0.23479,5,0.17627,0.013927841,0.132059528
Pde1b,5,0.18666,0.24288,1,2326,1,-0.0077824,5,0.095563,0.20751,1,2136,1,0.37294,5,0.19564,0.27666,1,2500,1,0.22676,5,0.69205,0.80954,1,8504,0,0.12562,5,0.17619,0.052516432,0.287751508
Arpp19,5,0.058774,0.10009,1,876,1,0.15835,5,0.21903,0.36473,1,3820,1,-0.26764,5,0.25059,0.34267,1,3134,1,0.19485,5,0.72396,0.83649,1,8906,0,0.19393,5,0.17614,0.231323208,0.582441043
Zswim9,5,0.56246,0.6705,1,6914,0,0.023424,5,0.0082584,0.02956,1,329,3,0.47848,5,0.83143,0.89182,1,10297,0,0.11391,5,0.24382,0.33134,1,3051,1,0.23828,5,0.176095,0.038947159,0.244098438
Tmem229b,5,0.41672,0.52018,1,5139,0,0.17402,5,0.5772,0.64651,1,7380,0,0.17816,5,0.013526,0.041361,1,361,1,0.11089,5,0.38075,0.49966,1,4675,0,0.22801,5,0.17609,0.020809821,0.172104768
Tmppe,5,0.0036609,0.011996,1,114,2,0.3516,5,0.17121,0.32783,1,3445,1,-0.032408,5,0.11472,0.18715,1,1646,1,0.09377,5,0.47394,0.59621,1,5832,0,0.2583,5,0.176035,0.075286203,0.351334786
Spsb4,5,0.24405,0.32213,1,3008,0,0.12046,5,0.21898,0.36473,1,3819,1,0.30494,5,0.051994,0.11986,1,1021,1,0.086878,5,0.32081,0.42952,1,3972,0,0.23159,5,0.176025,0.023687434,0.185481566
Slc27a5,5,0.13194,0.17876,1,1685,1,0.18632,5,0.18866,0.3425,1,3603,1,0.29213,5,0.086022,0.15836,1,1351,1,0.16569,5,0.82561,0.90825,1,10133,0,0.0084958,5,0.176005,0.046110875,0.269961188
Thumpd2,5,0.46989,0.57687,1,5796,0,0.20847,5,0.14271,0.28094,1,2963,2,0.20462,5,0.02025,0.05673,1,507,1,0.14723,5,0.45035,0.57319,1,5539,0,0.11088,5,0.175925,0.023629791,0.185481566
Rab11b,5,0.32341,0.41562,1,3967,0,0.2059,5,0.030238,0.098886,1,999,2,0.35531,5,0.39358,0.49015,1,4919,0,0.14578,5,0.98825,0.99652,1,12325,0,-0.20409,5,0.17584,0.148861608,0.482080874
A630001G21Rik,5,0.58816,0.6925,1,7221,0,0.1501,5,0.047588,0.13407,1,1316,1,0.22954,5,0.4861,0.5918,1,6082,0,0.20156,5,0.2949,0.39558,1,3658,1,-0.014325,5,0.17583,0.068163568,0.333703053
Nat2,5,0.45332,0.55829,1,5592,0,0.14973,5,0.47199,0.54218,1,6151,1,0.26846,5,0.44664,0.54785,1,5588,0,0.20191,5,0.20315,0.28427,1,2591,1,0.0086826,5,0.17582,0.049596207,0.278989226
Fcna,5,0.6554,0.75716,1,8039,0,0.073341,5,0.61494,0.68674,1,7832,0,0.18096,5,0.45078,0.55397,1,5633,0,0.17888,5,0.76382,0.86554,1,9371,0,0.17273,5,0.175805,0.03762893,0.240098023
Txndc15,5,0.39892,0.49216,1,4927,0,0.12408,5,0.019232,0.066973,1,675,3,0.44301,5,0.20048,0.28172,1,2556,1,0.12007,5,0.12614,0.19161,1,1781,1,0.22729,5,0.175685,0.014799316,0.137945921
Oip5,5,0.3304,0.42249,1,4056,0,0.1901,5,0.47573,0.5474,1,6194,1,0.16083,5,0.37178,0.46727,1,4655,0,0.24574,5,0.8084,0.89609,1,9929,0,-0.14293,5,0.175465,0.142339377,0.472662775
Tmem126a,5,0.41613,0.51835,1,5132,0,0.20022,5,0.0040276,0.018366,1,180,2,0.2324,5,0.22359,0.31028,1,2827,1,0.15068,5,0.19774,0.27874,1,2529,1,0.017315,5,0.17545,0.051508458,0.284892678
Bfar,5,0.21009,0.2827,1,2590,0,0.2177,5,0.14919,0.29064,1,3079,1,0.22863,5,0.95237,0.97743,1,11780,0,-0.16617,5,0.3998,0.51796,1,4925,0,0.13314,5,0.17542,0.171245278,0.516810289
Dcun1d3,5,0.035687,0.075177,1,627,1,0.17465,5,0.0037161,0.016991,1,169,3,0.49981,5,0.58751,0.68287,1,7322,0,0.104,5,0.21646,0.29892,1,2735,1,0.17615,5,0.1754,0.014818112,0.138023711
Fam192a,5,0.7913,0.87202,1,9644,0,-0.13015,5,0.022584,0.078561,1,772,3,0.49431,5,0.61237,0.70324,1,7627,0,0.22179,5,0.1764,0.25337,1,2301,1,0.12894,5,0.175365,0.112686254,0.425423385
Vash1,5,0.37513,0.46696,1,4626,0,0.18797,5,0.051571,0.14028,1,1388,2,0.087918,5,0.023953,0.065799,1,584,2,0.16241,5,0.42682,0.55092,1,5237,0,0.21245,5,0.17519,0.028130241,0.20302963
Ccdc152,5,0.32595,0.4183,1,4001,0,0.15398,5,0.12646,0.25243,1,2680,1,0.24928,5,0.50123,0.60104,1,6284,0,0.14754,5,0.27742,0.3751,1,3460,1,0.19622,5,0.1751,0.014362974,0.13560126
Capn2,5,0.70829,0.80277,1,8647,0,0.042548,5,0.48941,0.55959,1,6326,1,0.14272,5,0.40968,0.50672,1,5113,0,0.20728,5,0.0019044,0.009708,1,98,3,0.42159,5,0.175,0.029798135,0.209459166
Dact3,5,0.037577,0.078361,1,647,1,0.21514,5,0.68401,0.75005,1,8727,0,0.21757,5,0.93817,0.96916,1,11595,0,-0.15894,5,0.35516,0.46585,1,4377,0,0.13475,5,0.174945,0.172103464,0.517682202
Lpin3,5,0.10381,0.14927,1,1355,1,0.21166,5,0.48459,0.55515,1,6276,1,0.29985,5,0.62495,0.71308,1,7791,0,0.13792,5,0.50533,0.63063,1,6225,0,0.1267,5,0.17479,0.015660576,0.142900147
Irf1,5,0.57762,0.68533,1,7082,0,0.16418,5,0.49555,0.56394,1,6398,1,0.18519,5,0.50632,0.60697,1,6349,0,0.19077,5,0.26397,0.35876,1,3287,1,0.1186,5,0.174685,0.024310956,0.188241582
Acot10,5,0.69015,0.78624,1,8448,0,-0.090876,5,0.25368,0.38543,1,4096,1,0.18633,5,0.69018,0.76982,1,8572,0,0.16303,5,0.092283,0.15231,1,1440,1,0.19158,5,0.17468,0.134585352,0.457599104
Epha2,5,0.042693,0.082805,1,700,1,0.33648,5,0.0033111,0.016052,1,160,2,-0.45221,5,0.097742,0.17246,1,1469,1,0.096507,5,0.0085649,0.028394,1,264,2,0.25285,5,0.1746785,0.241061556,0.592996421
Emb,5,0.11169,0.15828,1,1453,1,0.25068,5,0.03481,0.10684,1,1095,2,0.36961,5,0.56938,0.6673,1,7093,0,0.098656,5,0.21359,0.29665,1,2701,1,-0.0014012,5,0.174668,0.056152904,0.298000533
Ppbp,5,0.76044,0.84656,1,9276,0,0.10698,5,0.15687,0.30492,1,3203,2,0.24234,5,0.015068,0.044026,1,393,2,0.30051,5,0.078423,0.14238,1,1298,1,0.0027008,5,0.17466,0.057120311,0.301232131
Dpp4,5,0.52505,0.63594,1,6453,0,0.2113,5,0.18801,0.3418,1,3599,1,-0.060517,5,0.5625,0.65955,1,7017,0,0.13796,5,0.014595,0.045946,1,401,2,0.25027,5,0.17463,0.093566392,0.391559504
Pld4,5,0.58417,0.68955,1,7169,0,0.011769,5,0.15786,0.30719,1,3219,2,0.22067,5,0.32305,0.41344,1,4040,0,0.14481,5,0.39409,0.51292,1,4846,0,0.20444,5,0.174625,0.057698743,0.303268413
Ethe1,5,0.31641,0.40865,1,3876,0,0.067177,5,0.29084,0.40777,1,4417,1,0.24456,5,0.2284,0.31479,1,2878,1,0.2928,5,0.099791,0.15942,1,1512,1,0.10451,5,0.174535,0.031984595,0.218980402
Cnot7,5,0.41938,0.52332,1,5172,0,0.22758,5,0.67649,0.74269,1,8635,0,0.20869,5,0.11812,0.19233,1,1676,1,0.14013,5,0.84721,0.92285,1,10385,0,0.028091,5,0.17441,0.049048793,0.278372071
Ankrd9,5,0.57197,0.67926,1,7015,0,0.22955,5,0.070092,0.16752,1,1699,2,0.43769,5,0.80781,0.87062,1,10013,0,0.11917,5,0.77034,0.8702,1,9436,0,0.11403,5,0.17436,0.016169058,0.145775369
Ager,5,0.52673,0.63738,1,6471,0,0.086945,5,0.60887,0.67945,1,7759,0,0.20663,5,0.14992,0.22498,1,2019,1,0.25547,5,0.35628,0.46686,1,4390,0,0.14203,5,0.17433,0.025104736,0.191464744
Ehd4,5,0.44529,0.5508,1,5500,0,0.24895,5,0.82167,0.87407,1,10520,0,-0.070712,5,0.26766,0.35769,1,3335,1,0.24728,5,0.50219,0.62839,1,6184,0,0.10138,5,0.17433,0.113985597,0.428191628
Aco1,5,0.73508,0.82663,1,8977,0,0.036953,5,0.0056722,0.022788,1,241,3,0.53765,5,0.15717,0.2317,1,2094,1,0.31166,5,0.59106,0.7169,1,7307,0,-0.11932,5,0.1743065,0.166620136,0.50958969
Mylip,5,0.081676,0.1237,1,1124,1,0.15225,5,0.56744,0.63735,1,7255,1,0.26214,5,0.40054,0.49895,1,5004,0,0.19622,5,0.33015,0.44331,1,4081,0,0.11447,5,0.174235,0.01868008,0.160776372
4933427D14Rik,5,0.11219,0.15828,1,1461,1,0.1397,5,0.016525,0.058364,1,592,3,0.40513,5,0.3648,0.45966,1,4560,0,0.20872,5,0.077771,0.14122,1,1290,1,-0.024482,5,0.17421,0.056876635,0.300426837
Gimap4,5,0.25114,0.33051,1,3088,0,0.16783,5,0.76627,0.82916,1,9789,0,0.18849,5,0.87918,0.92788,1,10884,0,-0.051824,5,0.58528,0.7104,1,7232,0,0.18007,5,0.17395,0.106958149,0.414890816
Ppif,5,0.15729,0.20737,1,1987,1,0.20343,5,0.015714,0.05589,1,565,3,0.37482,5,0.59034,0.68544,1,7355,0,0.14429,5,0.64037,0.75822,1,7892,0,-0.13994,5,0.17386,0.119850377,0.436083687
Slc9a8,5,0.39419,0.48431,1,4866,0,0.11014,5,0.23016,0.37136,1,3910,1,-0.2445,5,0.031179,0.080323,1,753,2,0.25643,5,0.034564,0.095343,1,804,2,0.23758,5,0.17386,0.209098618,0.56431808
Chrac1,5,0.55169,0.65928,1,6770,0,0.21043,5,0.33343,0.44007,1,4768,1,0.0091683,5,0.30893,0.40205,1,3861,0,0.13705,5,0.48061,0.60269,1,5908,0,0.24427,5,0.17374,0.055895844,0.297570456
Amt,5,0.00038253,0.0024327,1,29,1,0.42913,5,0.44551,0.52294,1,5857,1,-0.30093,5,0.32939,0.4226,1,4117,0,0.18488,5,0.13013,0.19774,1,1819,1,0.1626,5,0.17374,0.171830758,0.517682202
Zfp442,5,0.8278,0.89842,1,10077,0,0.048169,5,0.4879,0.55808,1,6311,1,0.30016,5,0.34252,0.4412,1,4282,0,0.18222,5,0.42592,0.5505,1,5222,0,0.16522,5,0.17372,0.031749241,0.218309415
Zbed3,5,0.055854,0.095031,1,845,1,0.17953,5,0.17396,0.3316,1,3490,1,0.20733,5,0.0051024,0.018409,1,175,1,0.16589,5,0.10915,0.17008,1,1604,1,0.1679,5,0.173715,0.015019457,0.139211925
Map2k7,5,0.33854,0.43031,1,4153,0,0.18496,5,0.035897,0.10886,1,1112,2,0.14928,5,0.60594,0.69913,1,7549,0,0.21446,5,0.21783,0.30057,1,2747,1,0.16233,5,0.173645,0.016584899,0.148859998
Ywhab,5,0.27823,0.36183,1,3423,0,0.19859,5,0.13157,0.26076,1,2766,1,0.047922,5,0.74804,0.81832,1,9281,0,0.14828,5,0.32984,0.44279,1,4076,0,0.28304,5,0.173435,0.033861186,0.225878055
Ywhah,5,0.15456,0.2029,1,1958,1,0.16197,5,0.025373,0.085423,1,861,2,0.18475,5,0.070773,0.14022,1,1192,1,0.18473,5,0.87712,0.94189,1,10763,0,-0.091466,5,0.17335,0.141090887,0.470795495
Rrbp1,5,0.0035845,0.011867,1,111,2,0.2021,5,0.48275,0.55287,1,6260,1,0.099535,5,0.75611,0.82745,1,9381,0,0.14454,5,0.15765,0.22967,1,2105,1,0.28719,5,0.17332,0.020502477,0.170630896
Sh3glb1,5,0.92597,0.96441,1,11303,0,-0.16023,5,0.018293,0.065293,1,646,2,0.37511,5,0.21405,0.29605,1,2713,1,0.30032,5,0.72987,0.84095,1,8977,0,0.046171,5,0.1732455,0.195945175,0.550673829
Prkx,5,0.60133,0.70583,1,7392,0,0.17227,5,0.34298,0.44702,1,4850,1,0.17393,5,0.51297,0.61396,1,6442,0,-0.050364,5,0.40542,0.52346,1,4992,0,0.26095,5,0.1731,0.081922255,0.36759314
Nif3l1,5,0.18412,0.23914,1,2299,1,0.15582,5,0.0020626,0.011704,1,112,2,0.31248,5,0.021084,0.059241,1,520,2,0.19026,5,0.45516,0.57736,1,5607,0,0.13986,5,0.17304,0.013245466,0.127862203
Trim26,5,0.32519,0.4183,1,3990,0,0.14853,5,0.73777,0.7996,1,9420,0,0.19755,5,0.53843,0.63549,1,6753,0,0.23038,5,0.65667,0.77571,1,8084,0,-0.065156,5,0.17304,0.101908661,0.406199641
Ccdc171,5,0.40262,0.49936,1,4971,0,0.060194,5,0.4416,0.52115,1,5818,1,0.1967,5,0.23612,0.32566,1,2961,1,0.15407,5,0.42329,0.54649,1,5191,0,0.19168,5,0.172875,0.04130198,0.253597671
Cdc37l1,5,0.45824,0.56387,1,5654,0,0.16725,5,0.5931,0.66012,1,7572,0,0.13274,5,0.18453,0.26536,1,2383,1,0.17828,5,0.25587,0.35097,1,3186,1,0.3406,5,0.172765,0.013260682,0.127862203
Crlf3,5,0.29716,0.38689,1,3651,0,-0.11066,5,0.13615,0.26719,1,2861,1,0.19285,5,0.64126,0.72831,1,7999,0,0.15482,5,0.084337,0.14847,1,1351,1,0.1905,5,0.17266,0.152775723,0.488072988
Il6ra,5,0.59231,0.69599,1,7276,0,0.18914,5,0.60429,0.67515,1,7706,0,0.18326,5,0.34387,0.4422,1,4297,0,0.162,5,0.048724,0.1195,1,1006,1,-0.017446,5,0.17263,0.084479759,0.373176815
Fbxo48,5,0.77737,0.86038,1,9479,0,0.097239,5,0.79721,0.85422,1,10184,0,0.14742,5,0.60571,0.69883,1,7545,0,0.19772,5,0.4192,0.54075,1,5148,0,0.26443,5,0.17257,0.022331421,0.179723439
Isg20,5,0.0011473,0.0055449,1,54,1,0.23059,5,0.16815,0.32421,1,3390,1,0.27065,5,0.31054,0.40419,1,3881,0,0.11447,5,0.15035,0.22259,1,2030,1,-0.034557,5,0.17253,0.081036253,0.366174078
BC028528,5,0.4982,0.60608,1,6140,0,0.074878,5,0.51695,0.58469,1,6634,1,0.21717,5,0.26923,0.35769,1,3358,1,0.14882,5,0.034636,0.095551,1,806,2,0.19618,5,0.1725,0.03274245,0.221217369
Slco1a4,5,0.42908,0.53333,1,5295,0,0.20551,5,0.6573,0.7284,1,8356,0,0.066925,5,0.084272,0.15778,1,1332,1,0.23811,5,0.71681,0.83034,1,8820,0,0.13918,5,0.172345,0.033267941,0.223292076
Ndrg3,5,0.36601,0.46136,1,4504,0,0.094688,5,0.077019,0.17958,1,1817,2,0.25844,5,0.48936,0.5938,1,6120,0,-0.0022918,5,0.25345,0.34761,1,3158,1,0.24998,5,0.172334,0.070340348,0.339071285
Tlr13,5,0.57838,0.68533,1,7093,0,0.19884,5,0.13057,0.25968,1,2742,1,0.15771,5,0.080506,0.15217,1,1292,1,0.18695,5,0.9092,0.96064,1,11193,0,-0.019585,5,0.17233,0.082450669,0.368444911
Ap5s1,5,0.52405,0.63378,1,6444,0,0.12284,5,0.11903,0.24331,1,2534,2,0.3038,5,0.19914,0.28059,1,2540,1,0.22176,5,0.68114,0.80164,1,8362,0,0.028272,5,0.1723,0.042834136,0.25951985
Alas2,5,0.34382,0.43777,1,4221,0,0.24146,5,0.019394,0.067352,1,682,3,0.49062,5,0.68234,0.76277,1,8475,0,0.10304,5,0.47953,0.60144,1,5892,0,-0.068662,5,0.17225,0.088689815,0.380576696
Sncaip,5,0.32178,0.41296,1,3944,0,0.27353,5,0.36996,0.4643,1,5116,1,0.20978,5,0.7034,0.78113,1,8724,0,0.13459,5,0.55774,0.68396,1,6890,0,-0.08517,5,0.172185,0.107197333,0.4154027
Pycr2,5,0.24377,0.32213,1,3003,0,0.17917,5,0.22069,0.36543,1,3834,1,0.16496,5,0.18323,0.26423,1,2367,1,0.073062,5,0.21594,0.29892,1,2729,1,0.2574,5,0.172065,0.028119671,0.20302963
Rexo1,5,0.35712,0.4517,1,4386,0,0.15716,5,0.19394,0.34586,1,3641,1,0.2171,5,0.0058642,0.020573,1,191,1,0.11051,5,0.26173,0.35543,1,3261,1,0.18693,5,0.172045,0.023438526,0.184711249
Itsn1,5,0.16026,0.21133,1,2027,1,0.2648,5,0.53139,0.59798,1,6817,1,-0.38071,5,0.061422,0.1328,1,1106,1,0.34605,5,0.60795,0.73084,1,7501,0,0.079111,5,0.1719555,0.246745616,0.597508911
Ctrl,5,0.69845,0.79397,1,8544,0,0.13637,5,0.30681,0.42185,1,4547,1,0.20738,5,0.026598,0.071668,1,646,2,0.23917,5,0.35863,0.46931,1,4419,0,0.026046,5,0.171875,0.049484037,0.278595549
C1s2,5,0.68303,0.78137,1,8363,0,0.12137,5,0.58497,0.65307,1,7468,0,0.22211,5,0.28186,0.37286,1,3514,1,0.29003,5,0.55403,0.68034,1,6848,0,0.087417,5,0.17174,0.025115384,0.191464744
Zfp105,5,0.42984,0.53426,1,5306,0,0.19201,5,0.54392,0.61405,1,6964,1,0.17774,5,0.21164,0.29203,1,2682,1,0.16549,5,0.68047,0.80115,1,8356,0,0.051109,5,0.171615,0.046186105,0.270162123
Chchd6,5,0.01564,0.045976,1,387,2,0.12197,5,0.90584,0.94114,1,11587,0,-0.28238,5,0.0014947,0.0084435,1,77,2,0.22111,5,0.39475,0.51292,1,4856,0,0.26608,5,0.17154,0.213415019,0.565789113
Ngfr,5,0.62833,0.73095,1,7717,0,-0.19959,5,0.01243,0.045588,1,460,3,0.47037,5,0.61662,0.70734,1,7685,0,0.1286,5,0.082651,0.14735,1,1332,1,0.21446,5,0.17153,0.149540995,0.482918696
Stoml1,5,0.10706,0.15307,1,1397,1,-0.078381,5,0.023942,0.082081,1,820,3,0.38248,5,0.19797,0.27946,1,2527,1,0.18242,5,0.5286,0.65578,1,6521,0,0.16058,5,0.1715,0.085936592,0.375687484
Csf2rb,5,0.64719,0.75028,1,7943,0,0.17019,5,0.58785,0.65626,1,7497,0,0.17784,5,0.3066,0.40041,1,3831,0,0.13978,5,0.14177,0.21263,1,1934,1,0.17266,5,0.171425,0.022725877,0.18169696
Zmym2,5,0.012394,0.036982,1,304,2,0.2163,5,0.35242,0.45104,1,4952,1,0.11092,5,0.65926,0.74368,1,8208,0,0.12654,5,0.028922,0.082179,1,702,2,0.39757,5,0.17142,0.016988125,0.150590036
Slamf8,5,0.2411,0.31717,1,2971,0,0.15665,5,0.40557,0.48971,1,5458,1,0.31737,5,0.29469,0.38652,1,3673,0,0.186,5,0.21267,0.29557,1,2690,1,0.085165,5,0.171325,0.022115922,0.179392014
Ncf4,5,0.58713,0.69184,1,7210,0,0.21114,5,0.2675,0.39253,1,4204,1,-0.059411,5,0.099023,0.17356,1,1483,1,0.2487,5,0.23004,0.31329,1,2901,1,0.13144,5,0.17129,0.09747739,0.397342697
1110008P14Rik,5,0.16032,0.21133,1,2028,1,0.18949,5,0.326,0.43407,1,4702,1,0.11068,5,0.76278,0.83436,1,9458,0,0.16229,5,0.69653,0.81321,1,8558,0,0.18008,5,0.171185,0.027264527,0.199650935
Zim1,5,0.16839,0.22039,1,2114,1,0.14011,5,0.041141,0.11792,1,1212,2,0.20958,5,0.43086,0.53075,1,5375,0,0.20223,5,0.24992,0.34206,1,3118,1,0.017316,5,0.17117,0.060056912,0.310242733
Taldo1,5,0.18878,0.24734,1,2348,1,0.20451,5,0.67621,0.74241,1,8629,0,0.26304,5,0.82135,0.88242,1,10186,0,-0.050693,5,0.75649,0.86144,1,9288,0,0.13764,5,0.171075,0.087165058,0.377838347
M1ap,5,0.0042941,0.013229,1,137,2,0.3857,5,0.36934,0.46396,1,5111,1,-0.095241,5,0.22903,0.31592,1,2885,1,0.086632,5,0.14245,0.21319,1,1941,1,0.25536,5,0.170996,0.118618641,0.434956971
Asap1,5,0.65406,0.75581,1,8028,0,0.071603,5,0.28517,0.40513,1,4357,1,0.27025,5,0.030224,0.078805,1,725,2,0.071083,5,0.17658,0.25337,1,2304,1,0.31395,5,0.1709265,0.036827057,0.237340774
Extl1,5,0.56984,0.67725,1,6990,0,0.046744,5,0.075476,0.17755,1,1787,2,0.061459,5,0.36038,0.45714,1,4498,0,0.28372,5,0.40183,0.52021,1,4947,0,0.28003,5,0.1707445,0.05269236,0.288260257
Snx24,5,0.56368,0.67118,1,6930,0,0.10959,5,0.50786,0.57453,1,6538,1,0.23428,5,0.62691,0.71402,1,7814,0,-0.17811,5,0.12433,0.19049,1,1759,1,0.23174,5,0.170665,0.192141191,0.544709347
Mob1a,5,0.26712,0.35017,1,3276,0,0.0037378,5,0.10523,0.2207,1,2293,2,0.17937,5,0.33121,0.42524,1,4141,0,0.29022,5,0.50171,0.62802,1,6177,0,0.16188,5,0.170625,0.051441709,0.284816295
Aff1,5,0.25158,0.33051,1,3094,0,0.22985,5,0.08667,0.1919,1,1988,1,0.16103,5,0.023599,0.06529,1,576,1,0.084773,5,0.56963,0.69385,1,7035,0,0.18013,5,0.17058,0.028451299,0.204529803
Gm38394,5,0.37975,0.47192,1,4683,0,0.21051,5,0.29195,0.40849,1,4425,1,0.20059,5,0.28463,0.37574,1,3550,1,-0.071583,5,0.41735,0.5385,1,5127,0,0.14057,5,0.17058,0.117804296,0.43354973
Jup,5,0.14888,0.19519,1,1891,1,0.16846,5,0.07901,0.18123,1,1854,1,0.17244,5,0.024125,0.066109,1,587,2,0.18688,5,0.14134,0.21263,1,1929,1,-0.075797,5,0.17045,0.13013043,0.451830369
Fbp2,5,0.090479,0.12886,1,1225,1,0.074791,5,0.53381,0.60104,1,6845,1,0.26607,5,0.40703,0.50431,1,5082,0,0.28585,5,0.34108,0.45311,1,4209,0,-0.071318,5,0.1704305,0.122165572,0.439543143
Adgrl1,5,0.5745,0.68161,1,7046,0,0.18157,5,0.78169,0.84305,1,9984,0,-0.1168,5,0.28122,0.3711,1,3509,1,0.15926,5,0.56615,0.68958,1,6993,0,0.18823,5,0.170415,0.162537877,0.502645817
Map4k1,5,0.13243,0.18003,1,1691,1,0.22642,5,0.0051548,0.020909,1,217,2,0.25971,5,0.6138,0.70609,1,7638,0,0.11437,5,0.88269,0.94481,1,10833,0,-0.025632,5,0.170395,0.078686475,0.360364409
Ift88,5,0.080441,0.12124,1,1113,1,0.13726,5,0.044708,0.12773,1,1266,1,0.20328,5,0.28978,0.38023,1,3617,1,0.28836,5,0.24854,0.34028,1,3103,1,0.1204,5,0.17027,0.01784417,0.155980008
Trim3,5,0.30197,0.393,1,3703,0,0.14133,5,0.136,0.26719,1,2855,2,0.045431,5,0.41812,0.51319,1,5217,0,0.19918,5,0.060231,0.12727,1,1120,1,0.23889,5,0.170255,0.041547238,0.254289119
Sybu,5,0.26348,0.34424,1,3232,0,0.13949,5,0.28703,0.40513,1,4377,1,0.27502,5,0.82557,0.88652,1,10232,0,-0.040416,5,0.031165,0.086867,1,739,2,0.20098,5,0.170235,0.079161465,0.361411899
Fcho1,5,0.51402,0.62045,1,6328,0,0.16074,5,0.13819,0.27162,1,2891,1,0.17963,5,0.024248,0.06611,1,593,2,0.42754,5,0.49244,0.61898,1,6055,0,-0.039564,5,0.170185,0.064013733,0.321725034
Ms4a4d,5,0.15699,0.20673,1,1984,1,0.14213,5,0.5858,0.6541,1,7478,0,0.065396,5,0.41391,0.50953,1,5163,0,0.19801,5,0.17771,0.2544,1,2315,1,0.24811,5,0.17007,0.033140629,0.223213373
Mtap,5,0.35241,0.44809,1,4323,0,0.23541,5,0.87131,0.9141,1,11148,0,-0.069311,5,0.49365,0.59582,1,6181,0,0.27971,5,0.10305,0.16385,1,1542,1,0.10472,5,0.170065,0.106698026,0.414734411
Ptp4a2,5,0.20605,0.27642,1,2542,0,0.29003,5,0.43599,0.51734,1,5765,1,0.18765,5,0.27301,0.36154,1,3410,1,0.15234,5,0.80697,0.89401,1,9906,0,-0.06172,5,0.169995,0.087744999,0.378334677
Parl,5,0.12314,0.16921,1,1588,1,0.34107,5,0.38703,0.476,1,5287,1,0.1202,5,0.48365,0.58936,1,6054,0,-0.042141,5,0.013592,0.041972,1,378,2,0.21952,5,0.16986,0.075987908,0.353272894
Btbd7,5,0.37053,0.46496,1,4564,0,0.2224,5,0.30878,0.42482,1,4562,1,-0.078247,5,0.41096,0.50721,1,5130,0,0.29424,5,0.34018,0.45311,1,4192,0,0.11721,5,0.169805,0.105842823,0.413751983
